1;1;5/18/2020
1;2;5/18/2020
1;3;5/18/2020
1;4;5/18/2020
1;5;5/18/2020
1;6;5/18/2020
1;7;5/18/2020
1;8;5/18/2020
1;9;5/18/2020
1;10;5/18/2020
1;11;5/18/2020
1;12;5/18/2020
1;13;5/18/2020
1;14;5/18/2020
1;15;5/18/2020
1;16;5/18/2020
1;17;5/18/2020
1;18;5/18/2020
1;19;5/18/2020
1;20;5/18/2020
1;21;5/18/2020
1;22;5/18/2020
1;23;5/18/2020
1;24;5/18/2020
1;25;5/18/2020
1;26;5/18/2020
1;27;5/18/2020
1;28;5/18/2020
1;29;5/18/2020
1;30;5/18/2020
1;31;5/18/2020
1;32;5/18/2020
1;33;5/18/2020
1;34;5/18/2020
1;35;5/18/2020
1;36;5/18/2020
1;37;5/18/2020
1;38;5/18/2020
1;39;5/18/2020
1;40;5/18/2020
1;41;5/18/2020
1;42;5/18/2020
1;43;5/18/2020
1;44;5/18/2020
1;45;5/18/2020
1;46;5/18/2020
1;47;5/18/2020
1;48;5/18/2020
2;1;5/19/2020
2;2;5/19/2020
2;3;5/19/2020
2;4;5/19/2020
2;5;5/19/2020
2;6;5/19/2020
2;7;5/19/2020
2;8;5/19/2020
2;9;5/19/2020
2;10;5/19/2020
2;11;5/19/2020
2;12;5/19/2020
2;13;5/19/2020
2;14;5/19/2020
2;15;5/19/2020
2;16;5/19/2020
2;17;5/19/2020
2;18;5/19/2020
2;19;5/19/2020
2;20;5/19/2020
2;21;5/19/2020
2;22;5/19/2020
2;23;5/19/2020
2;24;5/19/2020
2;25;5/19/2020
2;26;5/19/2020
2;27;5/19/2020
2;28;5/19/2020
2;29;5/19/2020
2;30;5/19/2020
2;31;5/19/2020
2;32;5/19/2020
2;33;5/19/2020
2;34;5/19/2020
2;35;5/19/2020
2;36;5/19/2020
2;37;5/19/2020
2;38;5/19/2020
2;39;5/19/2020
2;40;5/19/2020
2;41;5/19/2020
2;42;5/19/2020
2;43;5/19/2020
2;44;5/19/2020
2;45;5/19/2020
2;46;5/19/2020
2;47;5/19/2020
2;48;5/19/2020
3;1;5/20/2020
3;2;5/20/2020
3;3;5/20/2020
3;4;5/20/2020
3;5;5/20/2020
3;6;5/20/2020
3;7;5/20/2020
3;8;5/20/2020
3;9;5/20/2020
3;10;5/20/2020
3;11;5/20/2020
3;12;5/20/2020
3;13;5/20/2020
3;14;5/20/2020
3;15;5/20/2020
3;16;5/20/2020
3;17;5/20/2020
3;18;5/20/2020
3;19;5/20/2020
3;20;5/20/2020
3;21;5/20/2020
3;22;5/20/2020
3;23;5/20/2020
3;24;5/20/2020
3;25;5/20/2020
3;26;5/20/2020
3;27;5/20/2020
3;28;5/20/2020
3;29;5/20/2020
3;30;5/20/2020
3;31;5/20/2020
3;32;5/20/2020
3;33;5/20/2020
3;34;5/20/2020
3;35;5/20/2020
3;36;5/20/2020
3;37;5/20/2020
3;38;5/20/2020
3;39;5/20/2020
3;40;5/20/2020
3;41;5/20/2020
3;42;5/20/2020
3;43;5/20/2020
3;44;5/20/2020
3;45;5/20/2020
3;46;5/20/2020
3;47;5/20/2020
3;48;5/20/2020
4;1;5/21/2020
4;2;5/21/2020
4;3;5/21/2020
4;4;5/21/2020
4;5;5/21/2020
4;6;5/21/2020
4;7;5/21/2020
4;8;5/21/2020
4;9;5/21/2020
4;10;5/21/2020
4;11;5/21/2020
4;12;5/21/2020
4;13;5/21/2020
4;14;5/21/2020
4;15;5/21/2020
4;16;5/21/2020
4;17;5/21/2020
4;18;5/21/2020
4;19;5/21/2020
4;20;5/21/2020
4;21;5/21/2020
4;22;5/21/2020
4;23;5/21/2020
4;24;5/21/2020
4;25;5/21/2020
4;26;5/21/2020
4;27;5/21/2020
4;28;5/21/2020
4;29;5/21/2020
4;30;5/21/2020
4;31;5/21/2020
4;32;5/21/2020
4;33;5/21/2020
4;34;5/21/2020
4;35;5/21/2020
4;36;5/21/2020
4;37;5/21/2020
4;38;5/21/2020
4;39;5/21/2020
4;40;5/21/2020
4;41;5/21/2020
4;42;5/21/2020
4;43;5/21/2020
4;44;5/21/2020
4;45;5/21/2020
4;46;5/21/2020
4;47;5/21/2020
4;48;5/21/2020
5;1;5/22/2020
5;2;5/22/2020
5;3;5/22/2020
5;4;5/22/2020
5;5;5/22/2020
5;6;5/22/2020
5;7;5/22/2020
5;8;5/22/2020
5;9;5/22/2020
5;10;5/22/2020
5;11;5/22/2020
5;12;5/22/2020
5;13;5/22/2020
5;14;5/22/2020
5;15;5/22/2020
5;16;5/22/2020
5;17;5/22/2020
5;18;5/22/2020
5;19;5/22/2020
5;20;5/22/2020
5;21;5/22/2020
5;22;5/22/2020
5;23;5/22/2020
5;24;5/22/2020
5;25;5/22/2020
5;26;5/22/2020
5;27;5/22/2020
5;28;5/22/2020
5;29;5/22/2020
5;30;5/22/2020
5;31;5/22/2020
5;32;5/22/2020
5;33;5/22/2020
5;34;5/22/2020
5;35;5/22/2020
5;36;5/22/2020
5;37;5/22/2020
5;38;5/22/2020
5;39;5/22/2020
5;40;5/22/2020
5;41;5/22/2020
5;42;5/22/2020
5;43;5/22/2020
5;44;5/22/2020
5;45;5/22/2020
5;46;5/22/2020
5;47;5/22/2020
5;48;5/22/2020
6;1;5/23/2020
6;2;5/23/2020
6;3;5/23/2020
6;4;5/23/2020
6;5;5/23/2020
6;6;5/23/2020
6;7;5/23/2020
6;8;5/23/2020
6;9;5/23/2020
6;10;5/23/2020
6;11;5/23/2020
6;12;5/23/2020
6;13;5/23/2020
6;14;5/23/2020
6;15;5/23/2020
6;16;5/23/2020
6;17;5/23/2020
6;18;5/23/2020
6;19;5/23/2020
6;20;5/23/2020
6;21;5/23/2020
6;22;5/23/2020
6;23;5/23/2020
6;24;5/23/2020
6;25;5/23/2020
6;26;5/23/2020
6;27;5/23/2020
6;28;5/23/2020
6;29;5/23/2020
6;30;5/23/2020
6;31;5/23/2020
6;32;5/23/2020
6;33;5/23/2020
6;34;5/23/2020
6;35;5/23/2020
6;36;5/23/2020
6;37;5/23/2020
6;38;5/23/2020
6;39;5/23/2020
6;40;5/23/2020
6;41;5/23/2020
6;42;5/23/2020
6;43;5/23/2020
6;44;5/23/2020
6;45;5/23/2020
6;46;5/23/2020
6;47;5/23/2020
6;48;5/23/2020
7;1;5/24/2020
7;2;5/24/2020
7;3;5/24/2020
7;4;5/24/2020
7;5;5/24/2020
7;6;5/24/2020
7;7;5/24/2020
7;8;5/24/2020
7;9;5/24/2020
7;10;5/24/2020
7;11;5/24/2020
7;12;5/24/2020
7;13;5/24/2020
7;14;5/24/2020
7;15;5/24/2020
7;16;5/24/2020
7;17;5/24/2020
7;18;5/24/2020
7;19;5/24/2020
7;20;5/24/2020
7;21;5/24/2020
7;22;5/24/2020
7;23;5/24/2020
7;24;5/24/2020
7;25;5/24/2020
7;26;5/24/2020
7;27;5/24/2020
7;28;5/24/2020
7;29;5/24/2020
7;30;5/24/2020
7;31;5/24/2020
7;32;5/24/2020
7;33;5/24/2020
7;34;5/24/2020
7;35;5/24/2020
7;36;5/24/2020
7;37;5/24/2020
7;38;5/24/2020
7;39;5/24/2020
7;40;5/24/2020
7;41;5/24/2020
7;42;5/24/2020
7;43;5/24/2020
7;44;5/24/2020
7;45;5/24/2020
7;46;5/24/2020
7;47;5/24/2020
7;48;5/24/2020
